"","AK","AL","AR","AZ","CA","CO","CT","DC","DE","FL","GA","HI","IA","ID","IL","IN","KS","KY","LA","MA","MD","ME","MI","MN","MO","MS","MT","NC","ND","NE","NH","NJ","NM","NV","NY","OH","OK","OR","PA","RI","SC","SD","TN","TX","UT","VA","VT","WA","WI","WV","WY"
"GA",0.00732644826145957,0.0248778126432823,0.021212126742439,0.00651011947237604,0.00714856904124063,0.00678154388815266,0.006902186526146,0.00748767511989983,0.0173724441375625,0.0109694758674362,0.0337956803117905,0.00701778032362958,0.0139606704094481,0.0129455573063954,0.0078234707426324,0.0181582559540569,0.0148109522148547,0.0187050290920955,0.0280688297530436,0.00710842020436044,0.0113040859764093,0.0102720859474607,0.0170117554057099,0.0113687952803396,0.0187273104781799,0.0279502637886447,0.0122942277244576,0.0237507622199379,0.0137526739563293,0.012684312343319,0.00826262146307747,0.00780863566906285,0.00774871736034423,0.00699552103336993,0.00796844770189288,0.0172794145254658,0.0168857186722873,0.00872747782170069,0.0138060815369323,0.00689267154724148,0.0256313098108185,0.0137161141834747,0.0217158320517303,0.00759349664299329,0.00712122316695758,0.0174180942952214,0.00727574401907061,0.00651217195503864,0.0125430606162492,0.0174436995992731,0.0142275932929236
"HI",0.00788775908253659,0.00779339446570482,0.00751559639539098,0.0170325600210995,0.0262269219496885,0.00726489502138501,0.00960980945158867,0.00899220047654618,0.00718158268592047,0.0112939103805976,0.00701778032362958,0.0333047214074337,0.00694004237051673,0.00700521286237938,0.00785950987768366,0.00707067777340937,0.00729277062072366,0.00726736136841792,0.00769299152437859,0.00857260897270846,0.00718766704376872,0.00714685557667385,0.00700486772561498,0.00712656303401914,0.00716165095070937,0.00708574613450047,0.00704274418596304,0.00743815112275202,0.0073646216096767,0.00708989421633391,0.00724327612216745,0.0155273127405706,0.0261916823136566,0.018090672795134,0.0142211594095625,0.00701608590091455,0.00730549010341939,0.00713190209112191,0.00707285324697113,0.00857682094517378,0.00756210452833863,0.0072335328061242,0.00747298197521569,0.0186418690217001,0.00712791105261402,0.00749559003167892,0.00727490496946298,0.00794248909235769,0.00699992048477641,0.00715259133674802,0.00735274143917371
"IA",0.023225222370215,0.0216604614951819,0.0248065985156186,0.0161042546109939,0.00687001452976063,0.0216636296586006,0.0170972076471088,0.00713464234542518,0.0210154734014995,0.0164824965812319,0.0139606704094481,0.00694004237051673,0.0329976247849249,0.0283889235134366,0.0174335919300921,0.0282890192793614,0.0272699220542168,0.027421857895878,0.0180210097254747,0.0159077125009019,0.00718258703274869,0.0268774806236745,0.027478458456342,0.0283254631971666,0.0282609759433367,0.0166304747960186,0.0289906855194992,0.0238551823569161,0.0281214569530953,0.0285958596423084,0.0259814915569062,0.0084410183617466,0.00760645834741283,0.0112595647286284,0.00797160024144099,0.0280346813634346,0.023204105771737,0.0274233244593056,0.0265076635755733,0.0205173851740051,0.0215136941811324,0.0285285712507895,0.0248718806401659,0.0077127087919063,0.0203053791753006,0.0227605194917135,0.024557265347654,0.0237028304733195,0.0285963579481604,0.0278059635740922,0.0277711120168109
"ID",0.025540570957565,0.0208597915781188,0.0246146691625778,0.0179687255913137,0.00699710868156621,0.0228220644087085,0.0144922264664702,0.00726330528342038,0.0173822505293156,0.015447549855008,0.0129455573063954,0.00700521286237938,0.0283889235134366,0.0329695289902576,0.0163165073309636,0.0282920622493395,0.0281647412911757,0.0273403628790164,0.017127358779558,0.0139862169654943,0.00689151410560583,0.0238874111841482,0.025553871008895,0.0271598236558182,0.0276014220702868,0.0154175678871033,0.0276219044508844,0.0220412154034107,0.0287193521904839,0.0293157145700227,0.0234481681059803,0.0080176109290341,0.0076983599973485,0.0125932170691373,0.00806426580092338,0.0267347285838201,0.0252671417890048,0.0268267771932041,0.0248666360246925,0.0191034913140586,0.0198232374011919,0.0285565868619318,0.0247740615095802,0.00874636622398412,0.0233667168684785,0.0199403874755687,0.0207398201474526,0.023243226846505,0.0268272190886613,0.0271618426677052,0.0284511595462655
"IL",0.00984817081958511,0.00780716863874541,0.00942410971174178,0.0207824289274341,0.0129876423138739,0.0201432746866582,0.0261316763679119,0.00904379588729514,0.0238141363663656,0.0218728404164701,0.0078234707426324,0.00785950987768366,0.0174335919300921,0.0163165073309636,0.0344374513579438,0.0159430658579021,0.0133477323524017,0.0133150917960014,0.00901487745609874,0.0260461572725002,0.0165085505238395,0.0191249613497057,0.0219441673575262,0.0206015520955827,0.0156643000122624,0.0066991675169974,0.0152840706391814,0.0111399139402878,0.014239455993773,0.0182949629920536,0.0211127615525754,0.0240228232941133,0.00868862515463993,0.0215063774648352,0.0248768225812908,0.0207254299028997,0.00833689496929397,0.0216772537543706,0.0240140981735581,0.0286736221129163,0.00956850436101512,0.0138838411709207,0.0108035980429554,0.00758535799581259,0.0188596145578878,0.0207757403514794,0.0193497732174339,0.0250027836471093,0.021333836762715,0.0135409342886626,0.0128070556938008
"IN",0.0226479318181009,0.0247451322226549,0.0272469989439297,0.0153883543791904,0.00697702804330158,0.0201262340696468,0.0132423759515104,0.00716963086120595,0.0198928513048459,0.0166292669982194,0.0181582559540569,0.00707067777340937,0.0282890192793614,0.0282920622493395,0.0159430658579021,0.0327722806696387,0.0281791517328016,0.0290019320973745,0.0217456202159307,0.0122283383642038,0.00722165832847529,0.0236166878878587,0.0270426024465218,0.0265391749880626,0.0291774940589442,0.0202156429373537,0.0270715640613857,0.026422992488493,0.0278869226960864,0.0280103450995195,0.0224517142600886,0.00780024002461939,0.0075084811653335,0.0114150919704787,0.00780856891854319,0.0280580670634821,0.0259295657422946,0.0257784913680669,0.0254319105391067,0.017562054345771,0.0244751520825046,0.0280888897999675,0.0277313849589654,0.00766167218331753,0.019814809391468,0.0221881810324795,0.0198264803628504,0.0210708898740437,0.0267155755865065,0.0284595156864224,0.0279162212766041
"KS",0.0248066735578314,0.0230460585112399,0.0266773480268522,0.0145035835398646,0.00709350283547964,0.0224489127799594,0.0118095677663158,0.00749091264187659,0.0152903178088636,0.013269833282503,0.0148109522148547,0.00729277062072366,0.0272699220542168,0.0281647412911757,0.0133477323524017,0.0281791517328016,0.032661008160147,0.0284023792817083,0.0181878051440192,0.0117281027103236,0.00683764151170277,0.0220926180177937,0.0239772690409635,0.026293383165937,0.027952954873331,0.0177293374649663,0.027194060251094,0.0243891046394109,0.0284768922425196,0.0276220287817994,0.021784128253863,0.00738293690662812,0.00731355437059707,0.00877421947780201,0.00732531515788793,0.025422037372973,0.0270523505666125,0.0256774484220716,0.0230644776555756,0.0157681386234206,0.0217580929322753,0.0285540507936811,0.0270424307334255,0.00746632065137407,0.0203556307575695,0.0208570537519444,0.0189608220222919,0.0209212440579224,0.0249042963305738,0.0276121665991799,0.0286018081569235
"KY",0.0228113955296329,0.0260976213146861,0.0284800534753613,0.0135905694951285,0.00706998008465427,0.0187464891478732,0.0115369008554055,0.00737774455195371,0.0185603522042998,0.0157969485832878,0.0187050290920955,0.00726736136841792,0.027421857895878,0.0273403628790164,0.0133150917960014,0.0290019320973745,0.0284023792817083,0.0327228147910142,0.0222056823053559,0.0101844860684078,0.00712729017601732,0.0229402264990311,0.0257535403113252,0.0253001588551141,0.0289294188825203,0.0214458992351429,0.026989106030593,0.0274147295931653,0.0277006171732774,0.0266876976747578,0.0215564120463711,0.00727518490868212,0.00734258873387328,0.00947626917116062,0.0071958848626272,0.0268279201701746,0.0271226491921581,0.0245219913402644,0.0240586828326912,0.015302824196089,0.0255301632580052,0.0282339125592538,0.0287693310954372,0.00740567634752519,0.0175240025632455,0.0214325998985436,0.0190316115675495,0.0190645775266487,0.0254099576380397,0.0289631069445461,0.0283362861833265
"LA",0.0106415492980615,0.02733659819318,0.0244636179873105,0.00727352970963991,0.00717631057198208,0.00733762493602359,0.00729420787923385,0.00727322252131075,0.0189200453959689,0.0126122438711389,0.0280688297530436,0.00769299152437859,0.0180210097254747,0.017127358779558,0.00901487745609874,0.0217456202159307,0.0181878051440192,0.0222056823053559,0.0329463681684415,0.00707642121229359,0.00947011177975575,0.0142485765900864,0.0203875342838395,0.0149925700387346,0.0221710338703371,0.0277821069957056,0.016292942186286,0.0259406806981888,0.0180658670170128,0.0168317017534393,0.0119089513581273,0.00697557832036317,0.00693523470322887,0.00745640171425544,0.00703738404376731,0.0208698385899225,0.0199053044115987,0.0121889316628992,0.0170247195132038,0.00788185495730658,0.0277693250219307,0.0179516055733234,0.024517801690499,0.00729445952962743,0.00983617273995562,0.0183709978988831,0.0105393238113944,0.00783618763979252,0.0166494613170859,0.0211477642283944,0.0184860312257317
"MA",0.00900676517477019,0.00688016338669769,0.00742429058694068,0.0182655789211909,0.0119986194188391,0.0220068417787963,0.0288286797627416,0.0105044886892432,0.0202824985597953,0.0173727570720871,0.00710842020436044,0.00857260897270846,0.0159077125009019,0.0139862169654943,0.0260461572725002,0.0122283383642038,0.0117281027103236,0.0101844860684078,0.00707642121229359,0.0342954338918426,0.0161715168711022,0.0201240761121982,0.0184660534975022,0.0202863383128417,0.0129041366706073,0.00656817591514267,0.0154265423442827,0.00804971851963924,0.0131628128143091,0.0165662151626658,0.0228104245358067,0.0253335362696984,0.00877064892544292,0.0165324604707779,0.0234205599212027,0.0173131685624712,0.00689654944350526,0.0202391201619077,0.021375678996174,0.0272013697784008,0.00742168159145678,0.0126536404016363,0.00791262169821887,0.00726515885541308,0.0174223101071468,0.0205375101554611,0.0223178476942393,0.024591030557612,0.0197564002700378,0.011070194947274,0.0115827879056356
"MD",0.00637647511017387,0.0076605819331769,0.00720085760147242,0.00761998254241536,0.00809648648477113,0.00773245370457508,0.0165299688954756,0.0222879830074288,0.0176022454508664,0.0131591154397835,0.0113040859764093,0.00718766704376872,0.00718258703274869,0.00689151410560583,0.0165085505238395,0.00722165832847529,0.00683764151170277,0.00712729017601732,0.00947011177975575,0.0161715168711022,0.0352913081715501,0.00809986301001623,0.0100315887283082,0.00780499634672377,0.00743408146535026,0.00780362152104659,0.00705092601202786,0.00767645107644305,0.00694543808134268,0.00725197344782645,0.00931490617953155,0.0194825190548367,0.00716474376995196,0.00839649414540688,0.0206950322292114,0.00843382864855891,0.00694089045197104,0.00764342777867258,0.0109495348137624,0.0136009337913085,0.00783277333509018,0.00683221133542061,0.00733989919526618,0.00698715437470914,0.00775479418213083,0.01513694372278,0.00981192845782016,0.0082534239611555,0.00794542264018063,0.00712708762009277,0.00684029735032767
"ME",0.0181927543621976,0.0179830887989584,0.0199613719977322,0.0156378803585402,0.00731781837774474,0.019801541110868,0.0226967935216427,0.00688449772384444,0.0237082117110426,0.0202161467923167,0.0102720859474607,0.00714685557667385,0.0268774806236745,0.0238874111841482,0.0191249613497057,0.0236166878878587,0.0220926180177937,0.0229402264990311,0.0142485765900864,0.0201240761121982,0.00809986301001623,0.0328831759079757,0.0266795762995683,0.0268876425468249,0.0244672701888181,0.0127598046217956,0.0272822600944252,0.0206467360867411,0.0236928052312948,0.025031003469698,0.0290689210647737,0.013087175169443,0.00773487139925184,0.0119338034420199,0.0104871455489076,0.0261853856720349,0.0174400561251565,0.0263498494783691,0.0271948182652055,0.0235504471088495,0.0188742561281751,0.0246931421554822,0.0202467783026137,0.00714170929335589,0.0158191708184068,0.0234228110629859,0.0285505628085579,0.0238552840002925,0.0281789728707899,0.0248161692173165,0.0238923135496179
"MI",0.0174726246844434,0.0218876710474797,0.0231241368180569,0.0165188502059806,0.0074190665130746,0.0195601464582984,0.0204233422831712,0.00701850625802001,0.0261882854564113,0.0217465624575294,0.0170117554057099,0.00700486772561498,0.027478458456342,0.025553871008895,0.0219441673575262,0.0270426024465218,0.0239772690409635,0.0257535403113252,0.0203875342838395,0.0184660534975022,0.0100315887283082,0.0266795762995683,0.0326313286530804,0.0271724048788993,0.0273620238535896,0.0175357643413246,0.0260742788073886,0.0245507038480874,0.0246882593278686,0.026512710039545,0.0260871638374395,0.0129269929559808,0.00749702850569386,0.0144997676743079,0.0123525827535121,0.029226178369514,0.0201288032503851,0.0264154494496113,0.0288226560299191,0.0232558315406501,0.0231235823365405,0.0250654560601076,0.0240736170757675,0.00735384631526419,0.0186584497745823,0.0255188534586195,0.0240969425079688,0.0234070033561691,0.0285088589649224,0.0262384765154606,0.024451078471338
"MN",0.0211467979188957,0.0185244345338829,0.0217450499744167,0.0168198374125003,0.00746711008322836,0.0249073659572375,0.0203977482582477,0.00694124420288072,0.0210464080274931,0.0169336881484447,0.0113687952803396,0.00712656303401914,0.0283254631971666,0.0271598236558182,0.0206015520955827,0.0265391749880626,0.026293383165937,0.0253001588551141,0.0149925700387346,0.0202863383128417,0.00780499634672377,0.0268876425468249,0.0271724048788993,0.032817432433736,0.0268893648103445,0.0130551043179682,0.0276532553925731,0.0213961787163075,0.0269365564350129,0.0283339519828287,0.0275446031395898,0.0121200545064783,0.00731870581514363,0.0119395967567852,0.0110491857072907,0.027700945532084,0.0207525826125625,0.0285322941006833,0.0275215917854156,0.0233482382764333,0.0186870946050551,0.0267205012344556,0.0226605670128312,0.00720692354410011,0.0222089512395463,0.0249583272943335,0.0254956800275704,0.0262218298296355,0.0286481890761464,0.0253936573690084,0.0259417765542787
"MO",0.0211647762483175,0.0253413941161426,0.0272239730760346,0.013983776365887,0.00694832555673268,0.0198805758847367,0.0140918692227458,0.00710719174731272,0.0207546467093544,0.0168430988885835,0.0187273104781799,0.00716165095070937,0.0282609759433367,0.0276014220702868,0.0156643000122624,0.0291774940589442,0.027952954873331,0.0289294188825203,0.0221710338703371,0.0129041366706073,0.00743408146535026,0.0244672701888181,0.0273620238535896,0.0268893648103445,0.0327475108181781,0.0206690891020577,0.0275258401828012,0.0271644779323289,0.0276579967381561,0.0276477588181393,0.0234220191471525,0.00780084059531766,0.00732117496033033,0.010043047168114,0.00764428331895942,0.0283175324670815,0.0253143804386739,0.0255202225149367,0.0258227306386652,0.0175647686288275,0.0253491094690615,0.0278576216092138,0.0280214155124486,0.00744738741742458,0.0186375231877595,0.0240838902529172,0.0209067530976551,0.0206698500797718,0.0268537678445883,0.0286291706270727,0.0277745110916586
"MS",0.01114015833035,0.0274685998180665,0.0245496169356283,0.00688180445920963,0.00805012816617242,0.00728632291155359,0.00644730011757271,0.00688122114348379,0.0151706677472584,0.0102498866173447,0.0279502637886447,0.00708574613450047,0.0166304747960186,0.0154175678871033,0.0066991675169974,0.0202156429373537,0.0177293374649663,0.0214458992351429,0.0277821069957056,0.00656817591514267,0.00780362152104659,0.0127598046217956,0.0175357643413246,0.0130551043179682,0.0206690891020577,0.0337269759602495,0.0157313636623483,0.0256508896540251,0.016709246123065,0.0145704011311368,0.0100402558390101,0.00743082690603518,0.0072450422466972,0.0069490673226622,0.00770431710546614,0.0181544406834951,0.0208183437056435,0.0109558374182978,0.0140845746212766,0.00681915431394618,0.02704876179217,0.0172809370126323,0.0240804651373762,0.00711805718662799,0.00754179655800184,0.0156358510394151,0.00910535003067877,0.00739205334076389,0.0143960419331329,0.0205536356608607,0.0177251501942901
"MT",0.0232722300370881,0.0215135870947564,0.0246032918037486,0.0152180782514131,0.00687826435231785,0.0215735576485774,0.0171644792320195,0.00727043626642522,0.019581969751748,0.016719757821365,0.0122942277244576,0.00704274418596304,0.0289906855194992,0.0276219044508844,0.0152840706391814,0.0270715640613857,0.027194060251094,0.026989106030593,0.016292942186286,0.0154265423442827,0.00705092601202786,0.0272822600944252,0.0260742788073886,0.0276532553925731,0.0275258401828012,0.0157313636623483,0.0330656076468698,0.0233300067558812,0.0277041415973553,0.027605702121522,0.0265086219916749,0.00827420873634284,0.00755048907014875,0.00967347668971529,0.00759681984802405,0.0266190752332971,0.0235818818365085,0.0270732990545961,0.0256449240034112,0.0195272159855862,0.0209953017804257,0.028591135441479,0.0245993237909514,0.00763366523123591,0.0180791360878625,0.0223797119904251,0.0250685972019315,0.0228202279851069,0.0276639588116106,0.0280731462215879,0.0281629417348795
"NC",0.0159396518953142,0.0287403868870072,0.0282209250697018,0.00838463479207288,0.0072187654417515,0.0127719248014639,0.00968523733558774,0.0072209866582017,0.0204155583688388,0.0159065388124209,0.0237507622199379,0.00743815112275202,0.0238551823569161,0.0220412154034107,0.0111399139402878,0.026422992488493,0.0243891046394109,0.0274147295931653,0.0259406806981888,0.00804971851963924,0.00767645107644305,0.0206467360867411,0.0245507038480874,0.0213961787163075,0.0271644779323289,0.0256508896540251,0.0233300067558812,0.0334656726429917,0.0230677091359165,0.0216928812035825,0.0185642648384191,0.00691743822027533,0.00699242782334111,0.00758179831066832,0.0068333726680986,0.025148635589765,0.0242470193068715,0.0197223336509932,0.0220168351784888,0.011772801678047,0.02902654704476,0.023950890678235,0.0288058599983059,0.00703659422748755,0.0109410831259038,0.0226382039693087,0.0167387995212386,0.0135710759179347,0.0222196102185145,0.026928823753863,0.0240987058326034
"ND",0.0253932764992595,0.0220291919464441,0.0256609570996959,0.014730587564865,0.00696128830064251,0.0216719651987828,0.0133632099297365,0.00747197739545543,0.0166605529082926,0.012480082257699,0.0137526739563293,0.0073646216096767,0.0281214569530953,0.0287193521904839,0.014239455993773,0.0278869226960864,0.0284768922425196,0.0277006171732774,0.0180658670170128,0.0131628128143091,0.00694543808134268,0.0236928052312948,0.0246882593278686,0.0269365564350129,0.0276579967381561,0.016709246123065,0.0277041415973553,0.0230677091359165,0.032638899472639,0.0285053911894731,0.0232684407380799,0.00739078433103903,0.00726120992534874,0.00910476677105025,0.00726403213767348,0.0259552929001563,0.0251414010377975,0.0253631475642552,0.0236479348163646,0.0173209568193447,0.020845713322045,0.0289647132982573,0.0256244700529695,0.00747150120746787,0.0224045982309582,0.0205162457938029,0.0212478676962835,0.0217264456819649,0.026177700398469,0.0271806315563753,0.028900397750197
