"","AK","AL","AR","AZ","CA","CO","CT","DC","DE","FL","GA","HI","IA","ID","IL","IN","KS","KY","LA","MA","MD","ME","MI","MN","MO","MS","MT","NC","ND","NE","NH","NJ","NM","NV","NY","OH","OK","OR","PA","RI","SC","SD","TN","TX","UT","VA","VT","WA","WI","WV","WY"
"MT",0.798087449831553,0.737777335211125,0.843734286822654,0.52188197021307,0.2358801218216,0.739833938565755,0.588630975034963,0.249329090069452,0.671535313845954,0.573379897852022,0.421612747752318,0.241520719683232,0.994193604921096,0.947253239056392,0.524145083648198,0.928380111844502,0.932580941395543,0.925552333010733,0.558742873329423,0.529030944591315,0.241801303567485,0.935605627380837,0.894179657317855,0.948328374230901,0.943958854005527,0.539484350560641,1.02054344589104,0.800068818788794,0.950073442982005,0.946697603618723,0.90907482824674,0.283752014277875,0.258933095684114,0.331737883735092,0.260521942662004,0.912862662321574,0.808706510168331,0.928439610925792,0.879455555672537,0.669657612674424,0.720003490412403,0.980491613219443,0.843598209566235,0.261785501757062,0.619997808225738,0.767479835062589,0.859691262068983,0.782586693590771,0.948695432496933,0.962727922551025,0.965807329728379
"NC",0.546627294077991,0.985609975548943,0.967795784283325,0.287538916051882,0.247557113914661,0.437994677690807,0.332141198065423,0.247633287318303,0.700122029109699,0.545491728821017,0.814498018516389,0.255080628352264,0.818078955998494,0.755871584479105,0.38202722703319,0.906138288357099,0.836389047990772,0.940148477131869,0.889598103504418,0.276053447175557,0.263252780399282,0.708049934387555,0.841930858987908,0.733750984784209,0.931566458584667,0.879660139026926,0.800068818788794,1.03289113095653,0.791073701506054,0.743925967201045,0.636634596653604,0.237223532931253,0.239795192844345,0.260006800777377,0.234340626478004,0.862436062749143,0.831516437135511,0.676348890637626,0.755035499948175,0.403731196092146,0.995423424031549,0.8213611343702,0.987855281149036,0.241309815757461,0.375208611999444,0.776344443391932,0.574032905392271,0.465400408708324,0.761989376492266,0.923485039570063,0.826430241172957
"ND",0.870825668698886,0.755459257422639,0.880005387506717,0.505164182608538,0.238727307978138,0.74320868308583,0.458271945464215,0.256240651421654,0.571349551038843,0.427986360003395,0.471628050628575,0.25255904011237,0.964384669173365,0.984888621072835,0.48832153613762,0.95634165624439,0.976573808042509,0.949952577958758,0.619542764643788,0.451399616402919,0.238183747645497,0.812510467465529,0.846648125098376,0.923750220679453,0.948490971816054,0.573019414371229,0.950073442982005,0.791073701506054,1.00737344051355,0.97755113818495,0.797957501305895,0.253456252779116,0.249012686054484,0.312234800104604,0.249109469741889,0.890099207824289,0.862187964259172,0.869792440475144,0.810971701521419,0.593997147439803,0.714873570714851,0.993302925180293,0.878754117042849,0.256224321243754,0.768333272666604,0.703574958635215,0.728664872986402,0.745077012413063,0.897726351113477,0.932120423744008,0.991097316536247
"NE",0.818609400272881,0.68793021354124,0.805225428504509,0.607316838308051,0.240178781632499,0.814150951389134,0.576322210398864,0.243103285033813,0.650744618017239,0.547426487823247,0.43499013523042,0.243137661739846,0.980653622850081,1.00534000583068,0.627399279562882,0.960574248954714,0.947257502805191,0.915215969641901,0.577218852998604,0.568114374577017,0.248695934424775,0.858402039427228,0.909215021932271,0.971671878697828,0.948139877165271,0.499670820683703,0.946697603618723,0.743925967201045,0.97755113818495,1.01726424054197,0.858967034819615,0.325441739754599,0.259010048477559,0.429234866837556,0.309363480193891,0.944864858400688,0.801691706461015,0.941887026054413,0.895913651426673,0.721368714400049,0.667834496726408,0.960551785839483,0.82422302279654,0.266382179181742,0.822021943655954,0.756623453907204,0.769214248807523,0.842990815513823,0.952677598394333,0.908694462328237,0.951849971412341
"NH",0.602970965872774,0.538078862423495,0.616436140942151,0.556394785462248,0.262236472204114,0.761766433488499,0.842843498538712,0.240581248075448,0.799549510732872,0.685904530610212,0.283354645510201,0.248397672227965,0.890997652843147,0.804120991288763,0.724031603311912,0.769949048699884,0.747055152738786,0.739245954950998,0.408400252336329,0.782250498484454,0.319441227007255,0.996876579724751,0.89462153077639,0.94460230245507,0.80322425058822,0.344316043861799,0.90907482824674,0.636634596653604,0.797957501305895,0.858967034819615,1.01831948477558,0.52519723139788,0.253381467522617,0.42080200825117,0.437282938410075,0.877998026880232,0.555810058518053,0.92521293617136,0.943564482061665,0.864984380470116,0.566435540392265,0.81659672887461,0.640464950283583,0.236863374389543,0.607936093752702,0.83981368076563,0.985630110884974,0.871634144831725,0.957510518149281,0.795443963621542,0.790186942030418
"NJ",0.221237131933327,0.226893368775254,0.228245272153111,0.668479867120431,0.650021190833644,0.532848802801424,0.850201770046939,0.468904709539253,0.582220403347783,0.698693884460664,0.267785859707231,0.532486719498306,0.289472508976221,0.274952363821471,0.823827959331732,0.267497943231118,0.253187136715642,0.249491937883475,0.239217363524114,0.868776963981428,0.66812479611923,0.448805732834121,0.443312515637202,0.415639729303097,0.267518538934076,0.254829454939478,0.283752014277875,0.237223532931253,0.253456252779116,0.325441739754599,0.52519723139788,1.0765652071731,0.509706727752089,0.723440279062452,1.00741524987554,0.394182399705674,0.221335013923223,0.489124833235245,0.549433255464642,0.79814375774739,0.231414735273913,0.258631850285085,0.233102359427814,0.301022170119152,0.384972037478262,0.481651059395683,0.48982008745905,0.6462635887448,0.435426937609224,0.262861056576267,0.252125029154582
"NM",0.427846935353446,0.239169644974321,0.244330829468201,0.729133796119945,0.811247614476275,0.287148194343247,0.356227750723589,0.245948697893982,0.252658280690296,0.477398242155726,0.265731048022779,0.898205840660378,0.260852481049823,0.264004115135408,0.297963825604936,0.257492495381807,0.250807763052026,0.251803454522403,0.237833837559289,0.300776712120814,0.245704518859807,0.265256220824823,0.257099742993617,0.250984424387642,0.251069100148503,0.248458238912798,0.258933095684114,0.239795192844345,0.249012686054484,0.259010048477559,0.253381467522617,0.509706727752089,1.03845083248676,0.723895579994677,0.451547725814726,0.255348967654695,0.257103353612951,0.3098302007333,0.257174185979022,0.374485772901583,0.239931865198217,0.255693344707066,0.241981602880878,0.712542996060233,0.250226651800611,0.231247507090239,0.259497550851584,0.383595622681439,0.259439626017926,0.257715022185997,0.253253919761642
"NV",0.439524521089025,0.235891944397664,0.258533550210763,0.968703318993306,0.762181223530437,0.479018554956784,0.593702225850513,0.24902292948463,0.486119087510001,0.743335539431134,0.239901270005827,0.620393442905829,0.386130477662155,0.43186615463434,0.737530091386666,0.391464059344263,0.300899159046708,0.3249749372826,0.255706505975838,0.566956806268102,0.287945615411759,0.409252518587787,0.497248548501642,0.409451191933648,0.344411768453841,0.238308207224355,0.331737883735092,0.260006800777377,0.312234800104604,0.429234866837556,0.42080200825117,0.723440279062452,0.723895579994677,1.05421137459084,0.765538120239232,0.477547553900611,0.335979886901128,0.534900985054308,0.545681940889453,0.714118943243804,0.250781240131647,0.327485865933944,0.264486185118731,0.701707765735949,0.525707674586475,0.277546397353419,0.352245595087451,0.659727181785409,0.482571106866161,0.347215346754582,0.316859341254237
"NY",0.226750223606729,0.225239950190247,0.227190262536222,0.669544031549853,0.69414561449947,0.499634173435683,0.755844563584403,0.533986448048301,0.556387460228243,0.64369297459048,0.273266382095092,0.487694081260717,0.273374493876577,0.276552325134547,0.853114628988023,0.267783570594759,0.251211082232096,0.246772457566091,0.241336901363762,0.803174208546046,0.709706180699978,0.359641479729341,0.423613949023049,0.378915833583358,0.262149633709171,0.264208405537248,0.260521942662004,0.234340626478004,0.249109469741889,0.309363480193891,0.437282938410075,1.00741524987554,0.451547725814726,0.765538120239232,1.062444126034,0.381135283758756,0.239749241630693,0.444256621578084,0.513916414070739,0.759262975050714,0.228467122106973,0.248654234552445,0.233941367496239,0.373696167157369,0.440182065308192,0.44696575052476,0.390254300031941,0.609116640425803,0.395210455708107,0.250997353237328,0.243812970816112
"OH",0.643060245002127,0.778284236221453,0.829685188277015,0.567593269198541,0.252176955558116,0.701419264902577,0.643494461092187,0.233588702992796,0.838370491451156,0.701813679362604,0.592572514590732,0.240606512377042,0.961408825906537,0.916828826605629,0.710748624927974,0.962210804646163,0.871811981240499,0.920024697193916,0.715700911862912,0.5937300604414,0.289225948167315,0.897989906448385,1.00226949140995,0.949963838548835,0.971108795167404,0.622580270353055,0.912862662321574,0.862436062749143,0.890099207824289,0.944864858400688,0.877998026880232,0.394182399705674,0.255348967654695,0.477547553900611,0.381135283758756,1.01360337760722,0.74359539534862,0.917152122205065,0.975817434017314,0.761014910872634,0.80861610078017,0.893841629286424,0.865774479815224,0.254574029614231,0.682967277649585,0.863110982958196,0.79389825419378,0.805078649898963,0.978799511539133,0.925453324525797,0.879007873353037
"OK",0.847067311785784,0.862317075646739,0.951884580363256,0.489109277062191,0.265512346203666,0.600839642742583,0.247114187333845,0.26180828145077,0.400126832000734,0.446635592807975,0.579071285057863,0.250531210679677,0.79575122673995,0.866500061351331,0.285901747918175,0.889216932177456,0.927721212846795,0.930132002474556,0.682623608079516,0.236507182561909,0.23802779327747,0.598081485773542,0.690288177310876,0.711679787810785,0.86812004247853,0.713934969329338,0.808706510168331,0.831516437135511,0.862187964259172,0.801691706461015,0.555810058518053,0.221335013923223,0.257103353612951,0.335979886901128,0.239749241630693,0.74359539534862,1.04808738312023,0.730180430102702,0.64353265534997,0.341165305735283,0.774456950679213,0.888221584109288,0.930311157345958,0.401694314307825,0.561936486804092,0.533298726098363,0.445458351039266,0.521879922232588,0.691661189077766,0.904039998052174,0.910253807878346
